sentence,label,source,split
Want to eat in the lounge?,neutral,dynasent_r1,train
They got the job done and I was out the door.,positive,dynasent_r1,train
Soya base in a deep brown  soup.,neutral,dynasent_r1,train
He told me that it would be the day after tomorrow at 9 am.,neutral,dynasent_r1,train
good food and more professional services,positive,dynasent_r1,train
We also needed to replace our interior doors and casements.,neutral,dynasent_r1,train
Probably just as easy to clean up after yourself since there are trash receptacles located in convenient spots.,positive,dynasent_r1,train
So what do you do when your kids are bouncing off walls and you'd rather stick nine inch nails through each one of your eyelids than deal with them?,negative,dynasent_r1,train
"Then there was a petite blonde girl, who actually looked like a model with the exception of being short.",neutral,dynasent_r1,train
It literally took her 30 seconds to make my sandwich and send me on my way.,positive,dynasent_r1,train
... the implication is Kissinger may have decided that -- when it comes to truncheoning -- it 's better to give than to receive .,neutral,sst_local,train
I am not sure if it is the booze or the dry ice that had me at hello.,positive,dynasent_r1,train
"They tell you they can do what you want for you only to gain your business but if it turns out to not meet your expectations, they could care less.",negative,dynasent_r1,train
"There was a side salad on the bottom, and I nibbled at some to cut the greasiness of the fried octopus. It was great.",positive,dynasent_r2,train
I cannot even describe the taste of the chicken salad sandwich.,neutral,dynasent_r1,train
Not to mention way too many people!,negative,dynasent_r1,train
the food?,neutral,dynasent_r1,train
"With ` Bowling for Columbine , ' Michael Moore gives us the perfect starting point for a national conversation about guns , violence , and fear .",positive,sst_local,train
"I went with my sister-in-law and my 7 year old niece for a nice, relaxing 'girls day.'",positive,dynasent_r1,train
"And according to what my gearhead friend told me later, there was a cheap, quick fix, but also an expensive fix that replaced the whole part.",neutral,dynasent_r1,train
Her colleagues seemed nice though.,positive,dynasent_r1,train
It was all about her being in the right.,neutral,dynasent_r1,train
The one at 101 E. Baseline Rd.,neutral,dynasent_r1,train
A little wait.,negative,dynasent_r1,train
Cinnamon Toast Crunch Donut......is there really anything more needed to be written.,neutral,dynasent_r1,train
"It 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless .",negative,sst_local,train
He wasn't pushed to return or close the deal that night however we decided too.,neutral,dynasent_r1,train
I'll get that.,neutral,dynasent_r1,train
A well-made but emotionally scattered film whose hero gives his heart only to the dog .,neutral,sst_local,train
The pasta was certainly not fresh.,negative,dynasent_r2,train
Get rolls.,neutral,dynasent_r1,train
We were in Toronto for only 10 days and ate here like 3 times.,neutral,dynasent_r1,train
"Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",negative,sst_local,train
"My parents wanted to order a bottle, which I was totally against, considering the fact that I've never ever found a white wine I liked and my mom's tastes veer toward the terribly sweet picks.",neutral,dynasent_r1,train
"The rolls were delic; I was not sure what to expect, but I definitely will come back again when I stay at The Grandview At Las Vegas. We loved this place. ",positive,dynasent_r2,train
"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",positive,sst_local,train
Save yourself the time and make an appointment.,neutral,dynasent_r1,train
For takeout you can get some items that are not available in the buffet. if you like,neutral,dynasent_r2,train
The Sin City party buses were ghetto.,negative,dynasent_r2,train
I wish I could say the meat was tasty and well cooked.,negative,dynasent_r2,train
Update: their response?,neutral,dynasent_r1,train
"The restaurant takes many credit cards, including American Express.",neutral,dynasent_r2,train
Probably my first Rum place!,neutral,dynasent_r1,train
"We saw the ranch's casino and drove to it, but the parking attendant said that the hotel was a few minutes away.",neutral,dynasent_r1,train
"Well, here is me telling Andrew I'm a vegan and asking him what could the chef alter and tweak off the menu to suit a vegan!!",neutral,dynasent_r1,train
I could easily live in the studio suite.,positive,dynasent_r1,train
"Each time I've gone before, I've had a regular experience.",neutral,dynasent_r1,train
I am a pelvic trauma patient who was referred to Dr Ortega upon my being admitted to Scottsdale Osborn Hospital.,neutral,dynasent_r1,train
Arrived at ~1:30 on a Friday to a 20 minute wait.,neutral,dynasent_r1,train
"This Bond film goes off the beaten path , not necessarily for the better .",negative,sst_local,train
Every other dealership i have visited for service in the past made me feel at home and i was comfortable striking a conversation when my vehicle was in service and this place seemed to forget who i was when i walked out the door with the keys.,negative,dynasent_r1,train
Your wish is granted.,neutral,dynasent_r1,train
That's kinda the best way to describe it.,neutral,dynasent_r1,train
The croissant was crumbling and dry. pathetic,negative,dynasent_r2,train
"A reservation would be a good idea, as even on a weekday lunch there was a short wait for seating.",neutral,dynasent_r1,train
This is a very simple and key ingredient that could go in just about every order yet they can't keep any on hand.,negative,dynasent_r1,train
You will seriously wonder how he does the tricks.,positive,dynasent_r1,train
"When the tuna tartare arrives, it's great, but we let our hungry friend eat most of it.",positive,dynasent_r1,train
This is a franchise burger joint but they're only West Coast based.,neutral,dynasent_r1,train
So now what you probably came for: the pizza.,neutral,dynasent_r1,train
"The rainbow sake bomb is a shot falling into a bigger shot falling into beer, that's three deep!",positive,dynasent_r1,train
My Aunt had decided to send me flowers for my birthday which was 8/21.,neutral,dynasent_r1,train
"Luckily for me, he owned up to his sale and after 2 more trips and some help from a manager I was actually given a plug-in faub which essentially upgraded the system to be ""smart"".",positive,dynasent_r1,train
I think I caught them during a slow period; so no waiting. It was amazing.,positive,dynasent_r2,train
"The interior is well designed with modern decor, creating a pretty trendy atmosphere.",positive,dynasent_r1,train
It seems as though this store is under new management.,neutral,dynasent_r1,train
I called because of a clogged kitchen drain.,neutral,dynasent_r1,train
The hypnotic imagery and fragmentary tale explore the connections between place and personal identity .,positive,sst_local,train
My boyfriend and I are vegan so normally we tend to avoid Korean chain restaurants because of the lack of vegan options in the ones we've gone to in the past (before going vegan).,neutral,dynasent_r1,train
"After about an hour, I texted Sean to say go ahead and wax it for the additional cost.",neutral,dynasent_r1,train
also I had the bouchon martini and it tasted like straight vodka.,negative,dynasent_r1,train
Yes this is my first time ever writing a review...,neutral,dynasent_r1,train
Any one know about a person-owned hardware store?,neutral,dynasent_r1,train
Expanding services for my tech business required a trip to Biggs.,neutral,dynasent_r1,train
Luckily for me restaruant.com has great customer service and udnertands the importance of it and let me switch my 3 certs to the Hammered Hog BBQ down the street.,positive,dynasent_r1,train
"With minimal imagination , you could restage the whole thing in your bathtub .",negative,sst_local,train
All the entrees come a la carte.,neutral,dynasent_r1,train
I moved to this area of town almost two years ago and I am still finding new places to try.,positive,dynasent_r1,train
The menu is written to get you excited about the food.,positive,dynasent_r1,train
"Throughout , Mr. Audiard 's direction is fluid and quick .",positive,sst_local,train
"Chalkboard menu, top is apps, bottom is mains.",neutral,dynasent_r1,train
Coming from Chicago it's hard to find good French food.,neutral,dynasent_r1,train
Next time no show just an evening with friends.,neutral,dynasent_r1,train
"Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval .",negative,sst_local,train
